human_disturbance_index	native_species_richness	soil_suitability_score	pathway_complexity	management_effectiveness	proximity_to_water	mean_annual_precipitation	mean_annual_temperature	invEstablished	habitat_disturbance	land_use_type	soil_texture	pathway_type	management_intensity
-1.1643416370543238	0.4340826597034297	0.674563315231353	0.31249880231916904	0.6515886394772679	0.11786080187994888	-1.2093554710542285	-1.281808636528122	no	High	Urban	Loamy	Intentional	Low
-4.293165536377999	-2.531392006897522	-0.7148001734167337	0.2656342899426818	0.23262225603684783	-0.9227031076163636	0.9317794094300934	0.5953215738986634	no	Moderate	Urban	Loamy	Intentional	None
-3.3543628534189924	-2.9153102061996234	-0.6906683412380517	0.4127907557412982	0.008378596743568778	1.3241488968463966	-0.7350288598710428	-0.1263602132720521	no	High	Agriculture	Clayey	Unintentional	None
1.8226003776064594	1.5688322136143573	0.09269724506884813	0.17433984368108213	0.6129046503920108	-0.33375041464996735	-0.7044023885815781	-0.05362321753922972	no	Moderate	Wetland	Sandy	Intentional	None
-0.6633586393383117	-0.12441017236826679	-0.6123612900264561	0.01083091227337718	0.8560105634387583	1.5137014402910662	-0.7519950800900292	-0.8583290305815172	yes	Moderate	Forest	Clayey	Intentional	None
-2.135431520763153	-2.4408327049990177	-0.1768572786822915	0.958646586863324	0.4064235142432153	-1.2713504770801696	-1.1459568824100694	-1.8430015627020304	no	High	Forest	Loamy	Unintentional	Low
0.3725058514772124	-0.8141695352855025	-0.17956589348614216	0.6090762678068131	0.5669741437304765	-0.5818311970590144	-1.024780756252318	-1.443166647930716	yes	High	Agriculture	Clayey	Intentional	Medium
1.0608758825675932	2.059679921090832	0.9478182885795832	0.7357721866574138	0.06769955717027187	-1.1269419492876587	-0.9664481216389729	0.09737120727878984	yes	High	Agriculture	Clayey	Intentional	Medium
2.023454405127905	2.8453857531748663	-0.21467633778229356	0.8349261097609997	0.5389354738872498	-0.004815681944931597	0.8532200048503733	0.17441222989084587	yes	Moderate	Grassland	Loamy	Unintentional	None
-1.29896748912867	0.19307226644514164	-0.56299770437181	0.9014419843442738	0.475326246349141	-0.06339518164607921	0.3272608284003689	0.3540680321820095	no	Low	Urban	Loamy	Unintentional	Medium
-1.3164182776023987	0.655481266195094	-0.20034253923222423	0.12785396841354668	0.3176681650802493	0.5779656726360346	1.8897274921750733	1.5011397618698528	no	Low	Grassland	Sandy	Intentional	High
-3.1355868894568757	-1.3940610912318658	0.5709844268858433	0.3951125491876155	0.4016294905450195	0.5960143895974366	0.5555810452749032	-0.04390460537741503	no	Moderate	Agriculture	Sandy	Unintentional	Low
0.12404028463032812	1.057971221696931	0.3224263610318303	0.5382723326329142	0.016436717938631773	0.09311609644760255	-0.6467255835346795	-0.30527044736393333	yes	Moderate	Grassland	Clayey	Unintentional	None
-0.8005216654106262	-0.8436549407617078	-0.7306240447796881	0.1793842704501003	0.045513636665418744	1.4720770917797183	0.40265446803809746	0.6446562875228061	yes	Low	Forest	Loamy	Unintentional	None
0.6390401908494953	0.5310323613535363	0.432977348100394	0.31371414428576827	0.6847067812923342	0.6608334935295236	-0.30506144251954165	-0.3418655591290867	no	Low	Forest	Sandy	Intentional	None
1.149632961368809	0.661126943997432	0.24171547451987863	0.1547622310463339	0.5048774580936879	-1.1083088553592404	0.930875920668748	1.6499788076006403	no	High	Wetland	Clayey	Intentional	None
1.7916965847444053	0.8675325117954067	-0.9309719689190388	0.21523166494444013	0.6203060469124466	0.16438350429462179	-0.020769855651383173	0.16097742532791165	yes	High	Grassland	Sandy	Intentional	Medium
-0.551398087408093	-1.0129620956697427	0.7651924081146717	0.7334971574600786	0.7551374530885369	0.8684051163630031	2.1846131426225925	2.3442541146411378	yes	Moderate	Forest	Clayey	Unintentional	Low
0.28547536548760416	1.0117778346225867	0.6595805659890175	0.534998016199097	0.34784556506201625	-0.3819638862737241	-2.6026375491500677	-1.7636601008991486	no	Low	Urban	Loamy	Intentional	None
-2.433115576530017	-1.977959587926718	0.9659570874646306	0.6494931608904153	0.0734060590621084	-1.1286957479185236	-1.6377650053466688	-0.8102494172162659	no	Low	Wetland	Sandy	Intentional	None
-0.2943797479713549	-1.7209319342413734	0.8211317639797926	0.2289388789795339	0.6092806723900139	1.34094617601788	1.33737996220894	0.0985527893119692	yes	High	Grassland	Loamy	Unintentional	None
-1.8016689336036036	-0.38435225642635185	-0.5565440896898508	0.770211981376633	0.4510759823024273	-0.33836558368254066	0.8282696638016381	0.36420060904315454	no	Low	Wetland	Clayey	Intentional	None
-3.864955350155128	-2.3372564011962815	-0.5494330693036318	0.4691698853857815	0.7906961457338184	-0.5541744188420863	-0.2763661831962403	0.2578856285147043	no	High	Grassland	Sandy	Unintentional	Low
-0.8309966637682104	0.9237973211439535	-0.20910157728940248	0.7295571237336844	0.8343691788613796	-0.121123163412378	-2.3763343770926975	-1.6962994790814019	yes	Moderate	Agriculture	Clayey	Intentional	Low
0.9884986967733682	-0.4592787106830256	-0.9408265245147049	0.907127667684108	0.6826634930912405	-0.30516338993096626	-0.7487412360858109	-0.8981141442385318	no	Low	Agriculture	Clayey	Unintentional	None
-0.21934908727901242	-0.7082239075374175	0.5310116247273982	0.2768113622441888	0.18161188904196024	0.7377436748054917	0.5237909385816861	1.5139962758796188	no	Low	Grassland	Sandy	Unintentional	Medium
1.2161896177296585	0.7315670013010619	-0.8988200454041362	0.04442814690992236	0.7435392397455871	0.446184090487643	0.7303497705218369	1.1991576825849959	yes	High	Wetland	Sandy	Intentional	Low
-0.6665566051278364	-1.20038189883961	-0.966969579923898	0.20506265223957598	0.6588333835825324	1.239961393240817	-0.6033654641451132	-0.436010632523898	yes	High	Grassland	Clayey	Unintentional	None
-1.4235084196688255	-2.091669230040108	-0.9442288815043867	0.2503215787000954	0.6879583799745888	-0.1214369333943944	-0.41844506930153763	-0.390040396422854	yes	High	Agriculture	Clayey	Intentional	Low
0.8872714025022068	0.22465823885364838	-0.8569585639052093	0.815218438860029	0.44712438294664025	0.13438667008096067	-1.7184597406310065	-1.2953992175658597	yes	Moderate	Wetland	Clayey	Unintentional	Medium
-0.46806351024027826	-1.616443301931643	0.24246628023684025	0.3337045004591346	0.26660902285948396	-0.5390979755344145	0.2696373949095224	-0.4746708982448999	yes	High	Urban	Clayey	Unintentional	Medium
2.1879525576922316	1.5220107570984185	0.0885032587684691	0.8215372010599822	0.4875922170467675	0.6313334972386719	0.4766169250369279	0.299213963025324	no	Moderate	Wetland	Clayey	Intentional	Medium
-0.35776727283014054	-0.7506380907199194	0.47402202896773815	0.8939604584593326	0.9735634054522961	-1.1643729797371232	0.9647022690852625	0.1863534037130461	no	Low	Wetland	Loamy	Intentional	Medium
0.7276300052728029	0.9567599051293694	-0.5162412454374135	0.057892660377547145	0.25659517012536526	-0.011308466983732009	2.139294066864287	1.7094946422040906	no	Moderate	Wetland	Loamy	Unintentional	None
0.055217344672235324	0.7718236362263937	0.8595097158104181	0.8116194880567491	0.711840728064999	0.3889785054580827	1.346983033533767	1.3735898721360773	no	Moderate	Wetland	Sandy	Intentional	None
-1.573545013614611	-0.4401736863499822	0.5576793402433395	0.17237825552001595	0.7702867372427136	0.7135674977712939	0.48783470730564693	1.1476769053041131	no	Low	Grassland	Loamy	Intentional	None
2.4978292249140086	1.550288069552212	0.2537379781715572	0.4769173418171704	0.6471509600523859	-0.6391071377901667	-1.016788168937406	-1.3612576417648412	no	Moderate	Agriculture	Clayey	Unintentional	Medium
0.8006469865377023	0.8509912347825505	0.606844246853143	0.7786020573694259	0.6391641073860228	-0.3425145328423309	-0.11814251919271426	0.20239339069287163	no	Moderate	Wetland	Loamy	Intentional	Medium
-1.2665196267142562	1.4971189031109167	0.6442585601471364	0.10985035309568048	0.3701458559371531	-0.5035476258599748	0.8546990902557103	0.6340550415472275	no	High	Agriculture	Loamy	Intentional	None
0.6284803386622586	0.08199139509023873	0.9990490665659308	0.7862721232231706	0.12852581357583404	0.6991403136080022	-1.083049943387845	-0.5712213465990571	yes	Moderate	Wetland	Clayey	Unintentional	Medium
0.4345180432386547	1.3106065228245507	-0.4223922393284738	0.6084199692122638	0.043506592977792025	0.7802753806887102	-1.101580220226534	-0.8616888410664343	no	High	Urban	Clayey	Intentional	High
0.5285387050019076	-0.29775384073767763	-0.6592243765480816	0.9668320894706994	0.3215411768760532	-0.34518409678403017	-1.454323967786746	-1.5149402580182192	yes	Moderate	Forest	Loamy	Intentional	High
-4.4749745666440255	-3.2144130827550925	-0.6792563488706946	0.5407271168660372	0.4052924425341189	-0.6131651161280586	0.29207461814062097	-0.33650540502531945	no	High	Urban	Clayey	Intentional	None
0.04320667577353521	0.6886708833861387	-0.6692231055349112	0.38035927899181843	0.3335226464550942	-0.27862323458209265	-1.0480233358331073	-0.880916414049692	yes	Moderate	Urban	Sandy	Intentional	None
0.07149851991936418	-1.0149413993095293	0.21081006666645408	0.692088927840814	0.31830542883835733	-1.6345404556496852	-1.1190899509270087	-0.5872547972174453	no	Moderate	Grassland	Sandy	Intentional	Low
-0.36857840957544474	0.8444443468506986	-0.34941293159499764	0.882301741046831	0.9092833809554577	-1.5648295703133313	0.08201514153776074	-1.0708200119385196	yes	Moderate	Agriculture	Loamy	Intentional	Low
0.08137028913039712	1.4133619304287595	0.2640360756777227	0.5009176572784781	0.021903062239289284	-1.2860036944273283	0.31824082190464464	-0.40214610487525193	no	Moderate	Agriculture	Loamy	Intentional	None
1.2757227585295645	2.32026626056989	-0.3323232922703028	0.8456228405702859	0.07534796581603587	1.0797791889257855	0.4223672960008551	0.1824410298381425	no	Moderate	Urban	Loamy	Intentional	High
0.7033938251118383	-2.5718409564250093	-0.9618563465774059	0.08033787435851991	0.786144498270005	0.7875062171816194	-1.3748973131339755	-0.2665259398399973	yes	Moderate	Agriculture	Sandy	Intentional	None
1.588057353678973	1.7582352567677584	0.6706275218166411	0.6574415455106646	0.23497920017689466	-0.8931446672860915	-0.032133075226969426	-0.29890941058666587	no	Moderate	Grassland	Loamy	Unintentional	None
-0.46777026200620725	1.330579703870762	0.6517231874167919	0.38688370399177074	0.4712042568717152	0.6478631489825192	1.0594428479696698	0.8652115058203835	no	Low	Agriculture	Clayey	Unintentional	High
1.4353371957833454	1.2326332786432757	-0.7596480883657932	0.209538949187845	0.19040142744779587	-0.2593106196247675	0.580258835298568	0.5618351107669102	no	Moderate	Agriculture	Sandy	Unintentional	Low
1.5720610926327747	0.7933334276701671	-0.4601663709618151	0.9334142860025167	0.9143108550924808	0.4086857810718056	2.2265674559901942	2.639687555463097	yes	High	Forest	Clayey	Unintentional	Low
1.0172666838950364	0.834702848686101	-0.18110343953594565	0.9157838884275407	0.8677350333891809	1.2070885805754237	-0.5870892307640178	-1.0055822776112222	no	Low	Wetland	Clayey	Unintentional	None
0.06991453485967059	-2.74973560948255	-0.08925025537610054	0.047385704005137086	0.44219107762910426	0.22271481563762346	0.10923170859451979	0.096150177457537	no	High	Urban	Sandy	Intentional	Medium
0.5575791297448255	-0.7892721520336131	0.3643410257063806	0.651630314765498	0.9875610377639532	0.7969964148361377	0.2416688572408346	-0.36411961205299	yes	High	Grassland	Sandy	Intentional	None
0.8525446501541782	0.7493025114270093	-0.6893816720694304	0.560103349853307	0.9344810741022229	0.7812830309569756	1.4534855469941932	2.2915089755842106	no	High	Agriculture	Clayey	Intentional	Medium
-1.7190088824061545	-0.7306369775489411	0.7361279251053929	0.5379696926102042	0.5909450277686119	1.2582950340605608	-0.7967735265659848	-0.2298504654007128	no	High	Wetland	Loamy	Intentional	Medium
-0.8227627192685749	-0.57178975545188	0.47547953156754375	0.9438138888217509	0.12303009256720543	0.96426445137801	-0.8185334139159371	-0.5781290444234776	no	Low	Wetland	Clayey	Unintentional	Medium
0.36687792524058876	1.1257291027816285	-0.4040601016022265	0.4985511661507189	0.60160370497033	1.0484134433354908	0.8585002699472433	0.8829700832698699	no	High	Grassland	Loamy	Intentional	Low
1.5973426219106444	0.37614428798350485	-0.2891560015268624	0.3251915017608553	0.13665266055613756	-0.5293040056718262	1.2177798701448586	1.0885794544437553	yes	Moderate	Grassland	Sandy	Unintentional	Low
-0.28327351897463193	1.4747140264236558	-0.31256498396396637	0.4832913337741047	0.083691471721977	-0.22896936686672148	1.014719953624217	0.854311842424567	no	Low	Urban	Loamy	Unintentional	Medium
-1.8420955011677318	-0.43350500941150505	-0.8447800292633474	0.6932072590570897	0.37272718688473105	0.6999369561700978	-1.1228920486474063	-0.742287847570355	no	High	Forest	Sandy	Intentional	Medium
-1.777850401638144	-1.0475378841028649	0.7750531164929271	0.7667157107498497	0.12415567482821643	-0.15577375906181004	-0.16483215736681062	-0.49349255954092425	no	Moderate	Wetland	Sandy	Unintentional	Low
2.0454190289417036	1.8407956439225708	0.22748767025768757	0.3154100195970386	0.8661591748241335	0.8119726563174748	2.245778525015802	2.438627372482075	yes	Low	Forest	Sandy	Intentional	None
-0.17841177749538123	0.8410239479198982	-0.7292601834051311	0.03165138326585293	0.9313452513888478	-0.23319049215871124	-2.017580937646244	-1.5639113343773756	no	Low	Agriculture	Clayey	Unintentional	None
0.4804513114847329	-0.25324424891166725	-0.900620776694268	0.6593165551312268	0.06659790081903338	0.6785179897964437	1.428437677036074	2.0814572826466087	yes	Low	Agriculture	Sandy	Intentional	None
0.3642634311553994	-0.674852259684384	-0.9457336538471282	0.21242250502109528	0.8519858582876623	-1.6699347199713168	0.6583127901069662	0.9061900329989513	yes	Moderate	Agriculture	Loamy	Unintentional	None
-0.21568857406089026	-2.8525979126905385	-0.1508830334059894	0.09124875511042774	0.9612531955353916	-0.41327730579208055	-0.5920968625631166	-0.5989053914759023	yes	Low	Agriculture	Loamy	Intentional	Medium
0.6717881832928682	0.9004603152572074	0.2599317990243435	0.9821446526329964	0.9214777830056846	0.255318793889251	-0.1036553680454578	-0.44897290734883455	yes	High	Urban	Loamy	Intentional	None
1.089264982763055	-1.6471073469049609	0.015481208451092243	0.26725832489319146	0.7158834750298411	2.304723861252289	-0.9199675533817703	-0.9912332375729959	no	Low	Forest	Sandy	Intentional	None
-0.22035917424439894	-0.24915130538446834	-0.8084447514265776	0.3127395410556346	0.173581977840513	-0.5699293704685529	-0.16006281203653616	-0.5468317391218642	yes	Moderate	Grassland	Loamy	Intentional	Medium
0.9378044529481322	1.460005680439818	0.9931041151285172	0.8574805199168622	0.7136202356778085	0.5664981754685244	0.004292336195349522	0.7549208625964863	no	Low	Wetland	Loamy	Unintentional	None
0.5884667661189976	1.5227065801553104	-0.22342742327600718	0.20817527128383517	0.8091395415831357	1.317618085473337	0.5603243054140117	0.6949952678037958	no	Low	Forest	Loamy	Intentional	Low
1.1836892190052068	2.3927225060836186	0.3906290316954255	0.988893804140389	0.20727423089556396	-0.7635375453670977	-1.9592980253228873	-1.8340656743702173	no	Moderate	Forest	Clayey	Unintentional	None
-0.9756498896796526	-0.24766306822688394	-0.6877301791682839	0.7786003113724291	0.8501430838368833	-1.5555674799082404	-0.7816875229114364	0.0937164034263463	no	Moderate	Grassland	Clayey	Intentional	Medium
1.343920969660862	0.32685473428503986	-0.7971039856784046	0.33532522222958505	0.5681677951943129	-0.4777599893789025	-0.8084872767905387	0.18377585470768104	yes	Moderate	Agriculture	Clayey	Intentional	None
1.2599395344029367	2.313887936585573	-0.19336090655997396	0.6214042885694653	0.7378894472494721	0.5443806010633597	-0.56102681298138	-0.8200586045285443	no	High	Urban	Sandy	Unintentional	Low
-1.464267995669404	-1.3894003047912118	0.29340864391997457	0.64597771409899	0.23488379851914942	-0.9284930166804157	0.7932517373931739	0.7632342644498712	no	High	Grassland	Sandy	Intentional	None
-0.0025597407305149034	-2.208856455356823	-0.5687692509964108	0.0544073844794184	0.10755876987241209	-0.7064949671881026	0.8668584897878764	1.2636034335755209	yes	Moderate	Wetland	Loamy	Unintentional	None
-1.3868119937368037	-1.5206773210308642	-0.07867592899128795	0.8875861235428602	0.42369130183942616	0.709500922701394	0.7206004487857536	0.4477152896788048	no	High	Urban	Sandy	Intentional	Medium
-0.8193287121882089	-2.929459928942274	0.7539065103046596	0.6586756082251668	0.399247765308246	-0.015205700611844434	-1.0450941257771518	-0.6700711444526953	yes	High	Wetland	Sandy	Intentional	Medium
0.7259927996672144	-0.5205138999435781	0.17455287650227547	0.4112926092930138	0.3737252007704228	1.2328195765468293	-0.12994031874182554	0.24139630849791277	no	Moderate	Agriculture	Sandy	Intentional	Low
1.2054713349157526	0.4726409979216907	-0.4150498085655272	0.3465492620598525	0.8637112791184336	-1.8397641914461298	1.1025011319152291	-0.001884797353416956	no	Low	Grassland	Loamy	Intentional	Low
1.8899055014952724	1.195430412202043	-0.8938898779451847	0.5578681917395443	0.8029525461606681	0.07498590531837139	0.44161657252132785	0.36160264805815184	no	Low	Agriculture	Clayey	Intentional	None
0.7936008314307237	1.890413308865811	0.9420905821025372	0.2230280104558915	0.8901388293597847	0.01466263882549753	-0.8359970595105002	-1.5842224456211274	no	High	Urban	Loamy	Unintentional	Low
-1.2499502194288044	-1.32733945928835	0.907218242995441	0.7754162538331002	0.34665891365148127	0.7267207114139	-0.5851090517839082	0.05781680817975671	no	High	Forest	Clayey	Intentional	None
2.9288207875034304	1.8200152013844957	0.8087050360627472	0.7287065244745463	0.7943046053405851	1.3070063442076294	-0.9706221235418683	-0.3805683793074762	no	High	Grassland	Loamy	Intentional	High
-0.4814896531360632	-1.2314822494166395	0.42331660678610206	0.00858596689067781	0.267244519200176	0.8026479142845829	0.0025371377723890157	0.08164193222627697	yes	Low	Urban	Clayey	Intentional	Low
0.475842223050152	-0.204772330798179	-0.6008811215870082	0.9639227248262614	0.13671050942502916	-0.577788009550133	-0.16465018437065115	0.10808864414905468	yes	High	Grassland	Clayey	Unintentional	None
-0.6537505710221152	-0.4310444310408452	-0.29337363224476576	0.7347453497350216	0.49424963421188295	0.36809898234362304	-0.6053524542654285	-1.1533386015686888	no	High	Agriculture	Loamy	Intentional	Medium
-0.476426421515035	0.16210313855477942	-0.9859548714011908	0.20988710271194577	0.714980281656608	2.0342611085669016	2.316456334882178	2.1511035198419566	no	Moderate	Agriculture	Clayey	Intentional	None
0.49073670333830277	-0.00726004376700462	-0.9573954469524324	0.19229054893366992	0.7271586200222373	-0.4662572072642199	1.4335963828282814	1.2846578951442142	yes	High	Wetland	Sandy	Unintentional	None
0.3538961472286901	-0.0477661032750715	-0.6456746384501457	0.017790301237255335	0.4610975852701813	-0.6583321918239653	1.1768010816332592	1.2838824177854622	yes	High	Urban	Sandy	Intentional	Low
-0.3387324563500026	0.2742685259732476	0.30930000776425004	0.5432890420779586	0.80175640899688	0.48119618653218366	-1.3562849138334752	-1.4944624812566771	no	Moderate	Wetland	Sandy	Unintentional	None
0.6531585854179618	-0.3755147202527198	0.17529377015307546	0.07229681801982224	0.24110601493157446	2.4157467864442617	0.6760555787520595	1.2470519867037897	yes	High	Forest	Loamy	Intentional	None
-0.5284986559366105	-0.7186070453293105	-0.8375555342063308	0.3736514307092875	0.74174196110107	-1.8782681182574021	-0.3601210359870784	-0.5157862881166725	no	Moderate	Agriculture	Sandy	Unintentional	None
-0.5633054025868596	-0.7320518601798025	0.30137487780302763	0.7720124861225486	0.6528007055167109	-1.180907023909257	-0.264434281632352	0.4216399047682475	no	High	Grassland	Loamy	Intentional	None
-1.6810154881043222	-2.58642531543816	-0.7629016302525997	0.469508821843192	0.9038965462241322	-0.36817448574034134	-2.5021941210357657	-2.4384855608862397	no	High	Forest	Loamy	Intentional	High
-0.10077328235158534	-0.8814598465208188	0.6305870362557471	0.17493341397494078	0.8632158981636167	-0.8060478062466577	-0.17206599517875315	-0.41301384260333734	no	Moderate	Urban	Sandy	Intentional	None
-0.4766476682708203	-0.8403746905197798	0.4124053227715194	0.8216270683333278	0.792771362233907	1.1826715029323747	0.433857747743953	0.5571566131851164	no	High	Agriculture	Clayey	Intentional	None
3.992397145995553	2.9488865143306695	-0.19229779671877623	0.9810834999661893	0.288465213496238	-0.39996595044633776	-1.9446024992814126	-2.039577791580177	no	High	Urban	Loamy	Intentional	Low
-1.6932630222718745	-1.8060769354894721	0.5374906561337411	0.6262749023735523	0.04651539446786046	1.734320279986631	0.05795267745861042	-0.1147500742003374	no	Moderate	Urban	Clayey	Unintentional	None
0.9311824662151403	-0.5785648561644606	0.6602888479828835	0.5062610497698188	0.45758750895038247	-1.3115127670360727	-0.14480639604318868	-0.7917439003005949	yes	High	Forest	Clayey	Unintentional	Low
-2.140795210547209	-1.6963970644532125	-0.29494392313063145	0.3041718297172338	0.9226272301748395	-0.06477144154162552	2.1410641675042994	1.4168625659306588	no	High	Urban	Clayey	Unintentional	High
-1.6112084769803952	-2.166409341167115	-0.23649196838960052	0.12691273028030992	0.07928767590783536	-0.11199202564094254	0.1715228730196662	-0.42648199548237076	yes	Moderate	Wetland	Sandy	Intentional	Medium
-0.3124721420163548	0.6328383727793692	-0.8995768376626074	0.5454789835494012	0.8371651503257453	1.2436210020645002	-0.3483428020217288	-0.392658441205505	no	High	Forest	Loamy	Intentional	Low
-1.5324016481993488	-1.028010648717664	0.3192957122810185	0.6311092618852854	0.4718199488706887	-0.9323743245258131	-0.10109057476961086	0.6898192935832916	no	Low	Agriculture	Clayey	Intentional	Medium
0.3006401944887026	-0.30532257541773833	-0.9814091101288795	0.8152212575078011	0.3035319659393281	-0.35898987939039456	-0.8802332872324885	-0.9779343319908118	no	Moderate	Forest	Clayey	Intentional	Low
-0.344515529317843	-0.7557014578408705	0.11705530621111393	0.01873031770810485	0.4519816171377897	0.5285300405907245	0.30712461406662944	0.44283281582314943	yes	Moderate	Wetland	Loamy	Unintentional	None
-1.1487970618634347	-0.4277538404899297	-0.8385419263504446	0.7014799807220697	0.9090063197072595	-0.49729338305543214	0.36559820317583847	0.20885952975877065	no	High	Forest	Sandy	Unintentional	None
-3.0358523404407096	-2.1656392238150977	0.7559345718473196	0.3857317182701081	0.2108376119285822	0.9890355121951672	-2.070123624562126	-1.7571920614169987	no	High	Urban	Sandy	Unintentional	None
-1.8552418150847396	-1.291192639438747	-0.5140677662566304	0.07249576225876808	0.05443647876381874	0.3783559009391908	-0.3582092880476168	-0.1689622058978048	no	High	Urban	Loamy	Intentional	Low
0.036376564991609045	0.4248095225792222	-0.029828235507011414	0.44187735044397414	0.48414448415860534	0.5174310707567735	-0.756623028514128	-0.3339853291558048	no	High	Grassland	Clayey	Unintentional	Low
1.7829339050451294	-0.3246901946830373	-0.6697812983766198	0.0015629485715180635	0.512501863297075	0.08314418677696991	-0.3749441022357584	-0.5110418644224695	yes	Low	Agriculture	Clayey	Unintentional	Medium
-0.7037482993647299	-0.5624765484655387	-0.5856105904094875	0.6455654306337237	0.07511696685105562	0.8411436823692223	-1.000337728981281	-0.2655561379585975	yes	Low	Urban	Clayey	Unintentional	Medium
0.8391556337295603	-0.8389940816405748	0.25207485212013125	0.64773331000469625	0.9530253619886935	1.9378725395686969	1.4918520129630333	1.0550417849751048	yes	Moderate	Grassland	Loamy	Unintentional	High
1.3973953184931345	1.487360407384867	0.9964362396858633	0.7052207754459232	0.5012786858715117	0.16175067605090884	-0.8448330114076525	-0.33363219943148187	no	High	Wetland	Loamy	Unintentional	None
2.2404824082499624	1.4585739714012051	-0.5872194929979742	0.35764846368692815	0.7411108585074544	-0.37360434480866994	0.5347544805716147	0.6487316266760659	no	High	Agriculture	Loamy	Intentional	Low
-1.346849933434724	-1.4716863706509815	-0.7895190916024148	0.5136246129404753	0.7463314661290497	0.009305194053725483	0.7274682240329472	1.4444460057915545	no	High	Forest	Loamy	Unintentional	Low
0.5474485224433933	-0.8488479299314408	0.36357604479417205	0.6572774802334607	0.697377301286906	0.24443191920921256	-0.4661367606996981	-0.8051865792211282	yes	Moderate	Agriculture	Sandy	Intentional	High
1.64058884629067	1.44611643425089	0.17191210249438882	0.3027175101451576	0.7304777377285063	-0.005907289731996994	0.10847713407202406	-0.46797544953952974	no	High	Grassland	Loamy	Intentional	Medium
-1.5022918558010527	0.2955347135104621	0.7680759099312127	0.6231458731926978	0.028578593162819743	1.8814701404690255	-1.9250838587843284	-2.092678266458568	no	Moderate	Forest	Loamy	Intentional	None
-1.1471804957126706	1.0123839482478356	-0.5976808737032115	0.837673282250762	0.2765358225442469	0.179036917601582	-0.04724372438314006	0.6484797298674408	no	Moderate	Agriculture	Loamy	Unintentional	Low
